"pokemon","subareaID","method","condition_type","condition_value","chance%","min_level","max_level"
"aipom","186","headbutt","","","10","10","10"
"aipom","186","headbutt","","","5","10","10"
"aipom","186","headbutt","","","5","10","10"
"aipom","186","headbutt","","","10","10","10"
"aipom","186","headbutt","","","5","10","10"
"aipom","186","headbutt","","","5","10","10"
"aipom","186","headbutt","","","10","10","10"
"aipom","186","headbutt","","","5","10","10"
"aipom","186","headbutt","","","5","10","10"
"aipom","195","headbutt","","","10","10","10"
"aipom","195","headbutt","","","5","10","10"
"aipom","195","headbutt","","","5","10","10"
"aipom","195","headbutt","","","10","10","10"
"aipom","195","headbutt","","","5","10","10"
"aipom","195","headbutt","","","5","10","10"
"aipom","195","headbutt","","","10","10","10"
"aipom","195","headbutt","","","5","10","10"
"aipom","195","headbutt","","","5","10","10"
"aipom","196","headbutt","","","10","10","10"
"aipom","196","headbutt","","","5","10","10"
"aipom","196","headbutt","","","5","10","10"
"aipom","196","headbutt","","","10","10","10"
"aipom","196","headbutt","","","5","10","10"
"aipom","196","headbutt","","","5","10","10"
"aipom","196","headbutt","","","10","10","10"
"aipom","196","headbutt","","","5","10","10"
"aipom","196","headbutt","","","5","10","10"
"aipom","197","headbutt","","","10","10","10"
"aipom","197","headbutt","","","5","10","10"
"aipom","197","headbutt","","","5","10","10"
"aipom","197","headbutt","","","10","10","10"
"aipom","197","headbutt","","","5","10","10"
"aipom","197","headbutt","","","5","10","10"
"aipom","197","headbutt","","","10","10","10"
"aipom","197","headbutt","","","5","10","10"
"aipom","197","headbutt","","","5","10","10"
"aipom","198","headbutt","","","10","10","10"
"aipom","198","headbutt","","","5","10","10"
"aipom","198","headbutt","","","5","10","10"
"aipom","198","headbutt","","","10","10","10"
"aipom","198","headbutt","","","5","10","10"
"aipom","198","headbutt","","","5","10","10"
"aipom","198","headbutt","","","10","10","10"
"aipom","198","headbutt","","","5","10","10"
"aipom","198","headbutt","","","5","10","10"
"aipom","199","headbutt","","","10","10","10"
"aipom","199","headbutt","","","5","10","10"
"aipom","199","headbutt","","","5","10","10"
"aipom","199","headbutt","","","10","10","10"
"aipom","199","headbutt","","","5","10","10"
"aipom","199","headbutt","","","5","10","10"
"aipom","199","headbutt","","","10","10","10"
"aipom","199","headbutt","","","5","10","10"
"aipom","199","headbutt","","","5","10","10"
"aipom","339","walk","","","10","34","34"
"aipom","340","walk","","","20","33","33"
"aipom","340","walk","","","10","35","35"
"aipom","352","walk","","","20","22","22"
"aipom","352","walk","","","20","24","24"
"aipom","352","walk","","","10","20","20"
"aipom","352","walk","","","10","26","26"
"aipom","352","walk","","","10","22","22"
"aipom","352","walk","","","10","24","24"
"aipom","352","walk","","","5","28","28"
"aipom","352","walk","","","5","18","18"
"aipom","352","walk","","","4","20","20"
"aipom","352","walk","","","4","26","26"
"aipom","352","walk","","","1","20","20"
"aipom","352","walk","","","1","26","26"
"aipom","142","walk","","","20","22","22"
"aipom","142","walk","","","20","24","24"
"aipom","142","walk","","","10","20","20"
"aipom","142","walk","","","10","26","26"
"aipom","142","walk","","","10","22","22"
"aipom","142","walk","","","10","24","24"
"aipom","142","walk","","","5","28","28"
"aipom","142","walk","","","5","18","18"
"aipom","142","walk","","","4","20","20"
"aipom","142","walk","","","4","26","26"
"aipom","142","walk","","","1","20","20"
"aipom","142","walk","","","1","26","26"
"aipom","240","headbutt","","","10","10","10"
"aipom","240","headbutt","","","5","10","10"
"aipom","240","headbutt","","","5","10","10"
"aipom","240","headbutt","","","10","10","10"
"aipom","240","headbutt","","","5","10","10"
"aipom","240","headbutt","","","5","10","10"
"aipom","240","headbutt","","","10","10","10"
"aipom","240","headbutt","","","5","10","10"
"aipom","240","headbutt","","","5","10","10"
"sunkern","478","walk","radar","on ","10","6","6"
"sunkern","478","walk","radar","on ","10","6","6"
"sunkern","478","walk","radar","on ","1","8","8"
"sunkern","478","walk","radar","on ","1","8","8"
"sunkern","179","walk","time","day ","20","12","12"
"sunkern","179","walk","time","day ","5","13","13"
"sunkern","32","walk","time","day ","30","10","10"
"sunkern","339","walk","","","20","33","33"
"sunkern","339","walk","","","10","35","35"
"sunkern","340","walk","","","10","34","34"
"yanma","395","walk","item","tm54","4","30","30"
"yanma","395","walk","item","full heal","4","30","30"
"yanma","395","walk","item","sea incense","4","30","30"
"yanma","395","walk","item","tm33","4","30","30"
"yanma","395","walk","item","x defense","4","30","30"
"yanma","395","walk","","","1","31","31"
"yanma","396","walk","item","sport ball","4","30","30"
"yanma","396","walk","item","mach bike","4","30","30"
"yanma","396","walk","item","mago berry","4","30","30"
"yanma","396","walk","item","pink apricorn","4","30","30"
"yanma","396","walk","item","meteorite","4","30","30"
"yanma","396","walk","","","1","31","31"
"yanma","397","walk","item","sun stone","4","29","29"
"yanma","397","walk","item","metronome","4","29","29"
"yanma","397","walk","item","tm45","4","29","29"
"yanma","397","walk","item","sprayduck","4","29","29"
"yanma","397","walk","item","fashion case","4","29","29"
"yanma","397","walk","","","1","30","30"
"yanma","398","walk","item","rindo berry","4","29","29"
"yanma","398","walk","item","lunar wing","4","29","29"
"yanma","398","walk","item","dive ball","4","29","29"
"yanma","398","walk","item","babiri berry","4","29","29"
"yanma","398","walk","item","mago berry","4","29","29"
"yanma","398","walk","","","1","30","30"
"yanma","399","walk","time","morning ","10","26","26"
"yanma","399","walk","time","day ","10","26","26"
"yanma","399","walk","","","10","27","27"
"yanma","399","walk","item","silph scope","4","28","28"
"yanma","399","walk","item","stone plate","4","28","28"
"yanma","399","walk","item","dream mail","4","28","28"
"yanma","399","walk","item","gracidea","4","28","28"
"yanma","399","walk","item","tm14","4","28","28"
"yanma","399","walk","","","1","29","29"
"yanma","400","walk","time","morning ","10","26","26"
"yanma","400","walk","time","day ","10","26","26"
"yanma","400","walk","","","10","27","27"
"yanma","400","walk","item","chilan berry","4","28","28"
"yanma","400","walk","item","destiny knot","4","28","28"
"yanma","400","walk","item","green shard","4","28","28"
"yanma","400","walk","item","tm89","4","28","28"
"yanma","400","walk","item","red scale","4","28","28"
"yanma","400","walk","","","1","29","29"
"yanma","188","walk","weather","sunny","20","12","12"
"yanma","188","walk","weather","cloudy","10","14","14"
"yanma","188","walk","weather","snow","1","12","12"
"yanma","188","walk","time","day ","1","12","12"
"yanma","188","walk","weather","sunny","1","12","12"
"yanma","188","walk","time","morning ","1","12","12"
"yanma","188","walk","weather","snow","1","12","12"
"yanma","188","walk","time","night ","1","12","12"
"yanma","129","walk","","","10","18","18"
"wooper","395","walk","","","20","24","24"
"wooper","395","surf","","","60","20","30"
"wooper","396","walk","","","20","24","24"
"wooper","396","surf","","","60","20","30"
"wooper","397","walk","","","20","22","22"
"wooper","397","surf","","","60","20","30"
"wooper","398","walk","","","20","22","22"
"wooper","398","surf","","","60","20","30"
"wooper","399","walk","","","20","20","20"
"wooper","400","walk","","","20","20","20"
"wooper","400","surf","","","60","20","30"
"wooper","495","walk","","","20","18","18"
"wooper","495","walk","","","5","18","18"
"wooper","495","walk","item","data card 12","4","18","18"
"wooper","495","walk","item","galactic key","4","18","18"
"wooper","495","walk","item","insect plate","4","18","18"
"wooper","495","walk","item","razor fang","4","18","18"
"wooper","495","walk","radar","off ","1","18","18"
"wooper","495","surf","","","60","20","30"
"wooper","495","surf","","","30","20","40"
"wooper","185","walk","time","night ","30","6","6"
"wooper","185","walk","time","night ","5","8","8"
"wooper","185","walk","time","morning ","4","4","4"
"wooper","204","surf","","","60","15","19"
"wooper","225","surf","","","60","15","19"
"wooper","226","surf","","","60","15","19"
"wooper","201","surf","","","60","20","30"
"wooper","201","surf","","","30","20","30"
"wooper","202","walk","time","morning ","5","18","18"
"wooper","202","walk","time","day ","5","18","18"
"wooper","339","surf","","","60","25","30"
"wooper","101","surf","","","4","5","15"
"wooper","101","surf","","","1","5","15"
"wooper","129","walk","","","10","15","15"
"wooper","129","surf","","","60","5","20"
"wooper","129","surf","","","30","10","20"
"wooper","129","surf","","","5","15","25"
"wooper","129","surf","","","4","20","25"
"wooper","129","surf","","","1","20","25"
"wooper","135","surf","","","60","5","15"
"wooper","135","surf","","","5","15","25"
"wooper","135","surf","","","4","15","25"
"wooper","135","surf","","","1","15","25"
"wooper","233","gift","","","100","1","1"
"quagsire","395","walk","","","10","25","25"
"quagsire","395","walk","","","5","26","26"
"quagsire","395","surf","","","5","20","40"
"quagsire","396","walk","","","10","25","25"
"quagsire","396","walk","","","5","26","26"
"quagsire","396","surf","","","5","20","40"
"quagsire","397","walk","","","10","23","23"
"quagsire","397","walk","","","5","24","24"
"quagsire","397","surf","","","5","20","40"
"quagsire","398","walk","","","10","23","23"
"quagsire","398","walk","","","5","24","24"
"quagsire","398","surf","","","5","20","40"
"quagsire","399","walk","","","10","21","21"
"quagsire","399","walk","","","5","22","22"
"quagsire","400","walk","","","10","21","21"
"quagsire","400","walk","","","5","22","22"
"quagsire","400","surf","","","5","20","40"
"quagsire","495","surf","","","5","30","40"
"quagsire","495","surf","","","4","30","40"
"quagsire","495","surf","","","1","20","40"
"quagsire","185","surf","","","30","20","24"
"quagsire","204","surf","","","30","20","24"
"quagsire","204","surf","","","10","14","19"
"quagsire","225","surf","","","30","20","24"
"quagsire","225","surf","","","10","15","19"
"quagsire","226","surf","","","30","20","24"
"quagsire","226","surf","","","10","15","19"
"quagsire","227","surf","","","30","20","24"
"quagsire","171","walk","time","morning ","30","45","45"
"quagsire","171","walk","time","day ","30","45","45"
"quagsire","171","walk","time","night ","30","45","45"
"quagsire","171","walk","time","morning ","10","45","45"
"quagsire","171","walk","time","day ","10","45","45"
"quagsire","172","walk","","","20","45","45"
"quagsire","172","walk","time","morning ","5","45","45"
"quagsire","172","walk","time","day ","5","45","45"
"quagsire","172","walk","time","morning ","5","45","45"
"quagsire","172","walk","time","day ","5","45","45"
"quagsire","173","walk","radio","off ","10","45","45"
"quagsire","173","walk","time","morning ","5","45","45"
"quagsire","173","walk","time","day ","5","45","45"
"quagsire","173","walk","time","morning ","5","45","45"
"quagsire","173","walk","time","day ","5","45","45"
"quagsire","201","surf","","","5","30","40"
"quagsire","201","surf","","","4","30","40"
"quagsire","201","surf","","","1","30","40"
"quagsire","202","walk","time","morning ","5","20","20"
"quagsire","202","walk","time","day ","5","20","20"
"quagsire","177","walk","time","morning ","20","45","45"
"quagsire","177","walk","time","day ","20","45","45"
"quagsire","177","walk","time","morning ","10","45","45"
"quagsire","177","walk","radio","off ","10","45","45"
"quagsire","177","walk","time","day ","10","45","45"
"quagsire","177","walk","radio","off ","10","45","45"
"quagsire","177","walk","","","5","45","45"
"quagsire","178","walk","radio","off ","10","45","45"
"quagsire","178","walk","time","morning ","5","45","45"
"quagsire","178","walk","time","day ","5","45","45"
"quagsire","19","surf","","","30","25","29"
"quagsire","34","walk","time","night ","5","30","30"
"quagsire","34","walk","time","night ","4","32","32"
"quagsire","34","walk","time","morning ","1","30","30"
"quagsire","34","walk","time","night ","1","32","32"
"quagsire","35","walk","time","night ","30","28","28"
"quagsire","35","walk","time","night ","20","30","30"
"quagsire","35","walk","time","morning ","10","28","28"
"quagsire","17","walk","time","night ","30","16","16"
"quagsire","17","walk","time","night ","10","17","17"
"quagsire","17","walk","time","morning ","5","16","16"
"quagsire","20","walk","time","night ","10","22","22"
"quagsire","20","walk","time","night ","5","24","24"
"quagsire","20","walk","time","morning ","4","22","22"
"quagsire","20","walk","time","night ","4","24","24"
"quagsire","20","surf","","","30","25","29"
"quagsire","21","walk","time","night ","10","22","22"
"quagsire","21","walk","time","night ","5","24","24"
"quagsire","21","walk","time","morning ","4","22","22"
"quagsire","21","walk","time","night ","4","24","24"
"quagsire","22","walk","time","night ","10","22","22"
"quagsire","22","walk","time","night ","5","24","24"
"quagsire","22","walk","time","morning ","4","22","22"
"quagsire","22","walk","time","night ","4","24","24"
"quagsire","339","surf","","","1","35","40"
"murkrow","380","walk","time","night ","10","11","11"
"murkrow","380","walk","time","night ","10","10","10"
"murkrow","485","walk","time","night ","10","17","17"
"murkrow","485","walk","time","night ","10","17","17"
"murkrow","486","walk","time","night ","10","18","18"
"murkrow","486","walk","time","night ","10","18","18"
"murkrow","487","walk","time","night ","10","19","19"
"murkrow","487","walk","time","night ","10","19","19"
"murkrow","488","walk","time","night ","10","20","20"
"murkrow","488","walk","time","night ","10","20","20"
"murkrow","489","walk","time","night ","10","21","21"
"murkrow","489","walk","time","night ","10","21","21"
